"","spkr","age_yrs","gender","Phone","Word","f1_midpt_med_clean","f2_midpt_med_clean","f3_midpt_med_clean","f4_midpt_med_clean","deltaf","vtl","a_ratiof1f2","a_ratiof2f3"
"1","a1","adult","female","i","t'ika",408.3196795,2419.636957,3024.193017,4402.936479,1082.70572394852,15.7014040140128,0.507442217851342,0.582826655004037
"2","a1","adult","female","i","api-pi",309.8302008,2141.039422,2856.222214,3745.363429,1082.70572394852,15.7014040140128,0.507442217851342,0.582826655004037
"3","a1","adult","female","i","t'ika",362.2343227,2520.177447,2846.920242,4526.650213,1082.70572394852,15.7014040140128,0.507442217851342,0.582826655004037
"4","a1","adult","female","u","punku",299.2010352,746.1159557,2980.072622,4086.983367,1082.70572394852,15.7014040140128,0.507442217851342,0.582826655004037
"5","a1","adult","female","u","punku",375.2245193,787.2228894,2919.932,3819.454497,1082.70572394852,15.7014040140128,0.507442217851342,0.582826655004037
"6","a1","adult","female","o","p'esqo-pi",434.8622937,765.5362526,2880.711919,3851.608043,1082.70572394852,15.7014040140128,0.507442217851342,0.582826655004037
"7","a1","adult","female","u","sunkha",284.516147,769.1674141,2927.846012,4352.628497,1082.70572394852,15.7014040140128,0.507442217851342,0.582826655004037
"8","a1","adult","female","i","q'epi-pi",393.4454858,2232.17494,2896.364956,4053.798567,1082.70572394852,15.7014040140128,0.507442217851342,0.582826655004037
"9","a1","adult","female","e","p'esqo",379.3987296,1942.987093,2888.107864,4186.630352,1082.70572394852,15.7014040140128,0.507442217851342,0.582826655004037
"10","a1","adult","female","i","t'ika",NA,1958.492882,NA,4187.832531,1082.70572394852,15.7014040140128,0.507442217851342,0.582826655004037
"11","a1","adult","female","e","p'esqo",399.1670198,2126.647253,2943.3539,4399.267712,1082.70572394852,15.7014040140128,0.507442217851342,0.582826655004037
"12","a1","adult","female","i","t'ika",378.1152889,2405.915235,2901.179612,4438.573289,1082.70572394852,15.7014040140128,0.507442217851342,0.582826655004037
"13","a1","adult","female","u","sunkha",289.1627614,701.0808727,2964.704571,3792.615159,1082.70572394852,15.7014040140128,0.507442217851342,0.582826655004037
"14","a1","adult","female","i","api-pi",379.0077054,2159.848167,2934.699287,3880.969361,1082.70572394852,15.7014040140128,0.507442217851342,0.582826655004037
"15","a1","adult","female","i","api-pi",349.5661915,2217.130045,2909.9,3905.464069,1082.70572394852,15.7014040140128,0.507442217851342,0.582826655004037
"16","a1","adult","female","o","qolqe",583.0975247,1059.949013,2778.159875,4362.846499,1082.70572394852,15.7014040140128,0.507442217851342,0.582826655004037
"17","a1","adult","female","o","alqo-pi",520.5896068,795.4834912,2702.803982,3790.13085,1082.70572394852,15.7014040140128,0.507442217851342,0.582826655004037
"18","a1","adult","female","o","alqo-pi",399.831449,807.7307119,NA,4396.292771,1082.70572394852,15.7014040140128,0.507442217851342,0.582826655004037
"19","a1","adult","female","i","t'ika",410.5045611,2479.029694,2857.860447,4366.316579,1082.70572394852,15.7014040140128,0.507442217851342,0.582826655004037
"20","a1","adult","female","e","p'esqo",427.7122933,2090.965786,2984.553621,4341.28501,1082.70572394852,15.7014040140128,0.507442217851342,0.582826655004037
"21","a1","adult","female","i","t'ika",417.7390702,2420.115283,2835.927041,4375.557166,1082.70572394852,15.7014040140128,0.507442217851342,0.582826655004037
"22","a1","adult","female","e","p'esqo",418.8485637,2103.648004,2916.528178,4357.072587,1082.70572394852,15.7014040140128,0.507442217851342,0.582826655004037
"23","a1","adult","female","o","p'esqo-pi",458.2403309,858.9508083,2902.881246,3626.144381,1082.70572394852,15.7014040140128,0.507442217851342,0.582826655004037
"24","a1","adult","female","u","runtu",549.5,NA,NA,4250.19772,1082.70572394852,15.7014040140128,0.507442217851342,0.582826655004037
"25","a1","adult","female","u","runtu",531,NA,3044.680406,4406.174674,1082.70572394852,15.7014040140128,0.507442217851342,0.582826655004037
"26","a1","adult","female","o","p'esqo-pi",451.3824038,878.9843533,2890.524664,4365.05388,1082.70572394852,15.7014040140128,0.507442217851342,0.582826655004037
"27","a1","adult","female","o","p'esqo-pi",485.25892,996.4584364,2773.718763,4163.895762,1082.70572394852,15.7014040140128,0.507442217851342,0.582826655004037
"28","a1","adult","female","o","qolqe",574.616879,959.9230206,2877.63731,3554.483894,1082.70572394852,15.7014040140128,0.507442217851342,0.582826655004037
"29","a1","adult","female","o","alqo-pi",537.5377374,983.936366,2709.70378,4191.796276,1082.70572394852,15.7014040140128,0.507442217851342,0.582826655004037
"30","a1","adult","female","o","alqo-pi",570.3929685,1004.382551,2616.751,3534.962255,1082.70572394852,15.7014040140128,0.507442217851342,0.582826655004037
"31","a1","adult","female","e","qolqe-pi",608.6253395,1876.634391,2938.244599,4088.951692,1082.70572394852,15.7014040140128,0.507442217851342,0.582826655004037
"32","a1","adult","female","e","q'epi",509,2154.529452,2864.730268,3944.766949,1082.70572394852,15.7014040140128,0.507442217851342,0.582826655004037
"33","a1","adult","female","a","papa",761.7466469,1457.775857,2525.624043,3488.219695,1082.70572394852,15.7014040140128,0.507442217851342,0.582826655004037
"34","a1","adult","female","e","qolqe-pi",NA,1965.2,2943.724157,3939.148696,1082.70572394852,15.7014040140128,0.507442217851342,0.582826655004037
"35","a1","adult","female","a","papa",744.653089,1441.252043,2636.10635,3728.663707,1082.70572394852,15.7014040140128,0.507442217851342,0.582826655004037
"36","a1","adult","female","a","papa",759.0313363,1509.244247,2795.065242,NA,1082.70572394852,15.7014040140128,0.507442217851342,0.582826655004037
"37","a1","adult","female","a","api",NA,1624.8,NA,4039.120276,1082.70572394852,15.7014040140128,0.507442217851342,0.582826655004037
"38","a1","adult","female","a","api",818.9503152,1686.132179,2670.061646,3856.673483,1082.70572394852,15.7014040140128,0.507442217851342,0.582826655004037
"39","a1","adult","female","a","api",886.5153115,1671.177221,2799.635637,3759.464935,1082.70572394852,15.7014040140128,0.507442217851342,0.582826655004037
"40","a1","adult","female","i","api-pi",356.5140758,2097.036936,2804.441926,3624.689971,1082.70572394852,15.7014040140128,0.507442217851342,0.582826655004037
"41","a10","adult","female","o","p'esqo-pi",391.6274802,998.3986765,2975.3,NA,1150.77666764459,14.7726318042194,0.470913837828428,0.602780541853009
"42","a10","adult","female","a","thapa",682.7407641,1618.293738,3067.074713,3887.766288,1150.77666764459,14.7726318042194,0.470913837828428,0.602780541853009
"43","a10","adult","female","o","p'esqo-pi",426.2,1008.910753,2900,3491.326993,1150.77666764459,14.7726318042194,0.470913837828428,0.602780541853009
"44","a10","adult","female","e","q'epi",382.5653419,2421.540177,NA,3990.883875,1150.77666764459,14.7726318042194,0.470913837828428,0.602780541853009
"45","a10","adult","female","o","alqo-pi",498.4324187,1078.98745,2742.81469,3704.975323,1150.77666764459,14.7726318042194,0.470913837828428,0.602780541853009
"46","a10","adult","female","o","qolqe",498.276281,735.7516579,2937.591855,3350.799792,1150.77666764459,14.7726318042194,0.470913837828428,0.602780541853009
"47","a10","adult","female","o","qolqe",532.4413475,1183.753872,3053.9,3555.9961,1150.77666764459,14.7726318042194,0.470913837828428,0.602780541853009
"48","a10","adult","female","o","alqo-pi",555.7954607,1400.938474,2882.420645,3611.059967,1150.77666764459,14.7726318042194,0.470913837828428,0.602780541853009
"49","a10","adult","female","e","qolqe-pi",NA,2335.002742,3315.692371,4120.529841,1150.77666764459,14.7726318042194,0.470913837828428,0.602780541853009
"50","a10","adult","female","e","qolqe-pi",NA,2294.311524,3295.098311,4115.2,1150.77666764459,14.7726318042194,0.470913837828428,0.602780541853009
"51","a10","adult","female","a","pampa",643.2852307,1494.985641,2689.724167,3578.655939,1150.77666764459,14.7726318042194,0.470913837828428,0.602780541853009
"52","a10","adult","female","a","papa",664.8547476,1534.284848,2806.5,4060.201704,1150.77666764459,14.7726318042194,0.470913837828428,0.602780541853009
"53","a10","adult","female","a","pampa",807.6952474,1558.69781,2566.551329,3966.865578,1150.77666764459,14.7726318042194,0.470913837828428,0.602780541853009
"54","a10","adult","female","a","pampa",718.2159834,1598.400886,2838.839705,4374.13759,1150.77666764459,14.7726318042194,0.470913837828428,0.602780541853009
"55","a10","adult","female","i","api-pi",385.3554814,2494.272119,2973.856571,4007.585206,1150.77666764459,14.7726318042194,0.470913837828428,0.602780541853009
"56","a10","adult","female","u","runtu",470.4912736,1499.334697,2953,4155.914945,1150.77666764459,14.7726318042194,0.470913837828428,0.602780541853009
"57","a10","adult","female","i","chita",398.975594,2624.218441,3362.413198,4214.7,1150.77666764459,14.7726318042194,0.470913837828428,0.602780541853009
"58","a10","adult","female","a","papa",610.3780522,1708,2802.333498,4140.52162,1150.77666764459,14.7726318042194,0.470913837828428,0.602780541853009
"59","a10","adult","female","a","mama",747.2123351,1574.329198,2562.280012,4129.72273,1150.77666764459,14.7726318042194,0.470913837828428,0.602780541853009
"60","a10","adult","female","a","mama",844.4298062,1531.541644,2580.595233,3930.5,1150.77666764459,14.7726318042194,0.470913837828428,0.602780541853009
"61","a10","adult","female","a","thapa",770.3932452,1684.592997,2664.702184,3816.4,1150.77666764459,14.7726318042194,0.470913837828428,0.602780541853009
"62","a10","adult","female","a","pampa",892.5977893,1550.128411,2792.198475,3855.6,1150.77666764459,14.7726318042194,0.470913837828428,0.602780541853009
"63","a10","adult","female","a","api",777.2561672,1747.111461,2690.14906,3992.179021,1150.77666764459,14.7726318042194,0.470913837828428,0.602780541853009
"64","a10","adult","female","a","papa",847.1236453,1614.782663,2706.111275,3983.220452,1150.77666764459,14.7726318042194,0.470913837828428,0.602780541853009
"65","a10","adult","female","a","thapa",753.8322618,1745.235336,2862.285824,3894.8,1150.77666764459,14.7726318042194,0.470913837828428,0.602780541853009
"66","a10","adult","female","a","api",831.6615727,1908.720535,2868.3,4231.137533,1150.77666764459,14.7726318042194,0.470913837828428,0.602780541853009
"67","a10","adult","female","o","p'esqo-pi",396.4583142,864.4286165,2786.490972,3957.067144,1150.77666764459,14.7726318042194,0.470913837828428,0.602780541853009
"68","a10","adult","female","a","api",882.7,1820.300254,2782.026929,4302.132174,1150.77666764459,14.7726318042194,0.470913837828428,0.602780541853009
"69","a10","adult","female","u","sunkha",488.7,1553.566785,2725.883038,4006,1150.77666764459,14.7726318042194,0.470913837828428,0.602780541853009
"70","a10","adult","female","a","papa",771.4920558,1594.460793,2783.089983,4098.015325,1150.77666764459,14.7726318042194,0.470913837828428,0.602780541853009
"71","a10","adult","female","i","api-pi",379.6898449,2530.447799,2744.239695,4028.5,1150.77666764459,14.7726318042194,0.470913837828428,0.602780541853009
"72","a10","adult","female","i","chita",370.1453212,2395.035436,2980.689939,4136,1150.77666764459,14.7726318042194,0.470913837828428,0.602780541853009
"73","a10","adult","female","i","q'epi-pi",393.1907601,2387.27035,2886.933974,4052.611256,1150.77666764459,14.7726318042194,0.470913837828428,0.602780541853009
"74","a10","adult","female","i","hampiri",382.4437659,2695.571802,3339.777488,4175.900128,1150.77666764459,14.7726318042194,0.470913837828428,0.602780541853009
"75","a10","adult","female","e","q'epi",396.4,2696.455686,3204.122489,4243.413061,1150.77666764459,14.7726318042194,0.470913837828428,0.602780541853009
"76","a10","adult","female","e","p'esqo",374.5605852,2280.441064,3130.378143,4011.422031,1150.77666764459,14.7726318042194,0.470913837828428,0.602780541853009
"77","a10","adult","female","i","t'ika",362.271749,2593.645372,3000.982617,4273.500085,1150.77666764459,14.7726318042194,0.470913837828428,0.602780541853009
"78","a10","adult","female","i","chita",374.9,2407.395243,3264.702091,4103.247991,1150.77666764459,14.7726318042194,0.470913837828428,0.602780541853009
"79","a10","adult","female","i","api-pi",332.4981555,2480.251938,2749.723167,4139.600065,1150.77666764459,14.7726318042194,0.470913837828428,0.602780541853009
"80","a10","adult","female","a","api",929.1807435,1839.599362,2583.835039,4163.278379,1150.77666764459,14.7726318042194,0.470913837828428,0.602780541853009
"81","a10","adult","female","i","hampiri",392.9782277,2737.070843,3403.648266,4186.073936,1150.77666764459,14.7726318042194,0.470913837828428,0.602780541853009
"82","a10","adult","female","i","q'epi-pi",396.7,2389.733433,2937.153562,4174.4,1150.77666764459,14.7726318042194,0.470913837828428,0.602780541853009
"83","a10","adult","female","u","punchu",401.851121,937.1667924,2969.31049,4067.107409,1150.77666764459,14.7726318042194,0.470913837828428,0.602780541853009
"84","a10","adult","female","u","punku",349.169837,724.1368981,2947.502722,4339.927791,1150.77666764459,14.7726318042194,0.470913837828428,0.602780541853009
"85","a10","adult","female","e","p'esqo",363.0912152,2435.804576,3243.577166,4207.47492,1150.77666764459,14.7726318042194,0.470913837828428,0.602780541853009
"86","a10","adult","female","a","mama",NA,1499.899564,2497.930448,3781.5,1150.77666764459,14.7726318042194,0.470913837828428,0.602780541853009
"87","a10","adult","female","i","api-pi",330.3856827,2420.869809,2828.312408,4006.364078,1150.77666764459,14.7726318042194,0.470913837828428,0.602780541853009
"88","a10","adult","female","e","p'esqo",366.247128,2509.953751,3274.485599,4250.585124,1150.77666764459,14.7726318042194,0.470913837828428,0.602780541853009
"89","a10","adult","female","u","punku",352.7726299,849.9410573,2794.691012,4435.723993,1150.77666764459,14.7726318042194,0.470913837828428,0.602780541853009
"90","a10","adult","female","i","chita",358,2526.522082,3146.181481,4234.479083,1150.77666764459,14.7726318042194,0.470913837828428,0.602780541853009
"91","a10","adult","female","i","t'ika",368.2,2559.2,3224.964878,4174.262317,1150.77666764459,14.7726318042194,0.470913837828428,0.602780541853009
"92","a10","adult","female","u","sunkha",386.1423993,1145.8,2860.358441,3804.36556,1150.77666764459,14.7726318042194,0.470913837828428,0.602780541853009
"93","a10","adult","female","u","punchu",421.6812354,1087.316635,2880.5,3970.463685,1150.77666764459,14.7726318042194,0.470913837828428,0.602780541853009
"94","a10","adult","female","i","t'ika",375.0805889,2639.995295,3213.46939,4146.998969,1150.77666764459,14.7726318042194,0.470913837828428,0.602780541853009
"95","a2","adult","female","a","thapa",850.4661324,1824.314279,2738.804338,4386.777301,1174.25350176888,14.4772827795629,0.53402809365263,0.558401073113027
"96","a2","adult","female","a","api",1082.369199,1912.542031,3141.208817,3855.273906,1174.25350176888,14.4772827795629,0.53402809365263,0.558401073113027
"97","a2","adult","female","a","pampa",948.6244256,1630.090192,2836.942504,4029.7,1174.25350176888,14.4772827795629,0.53402809365263,0.558401073113027
"98","a2","adult","female","a","api",883.9916731,1794.085862,2917.907089,3919.7,1174.25350176888,14.4772827795629,0.53402809365263,0.558401073113027
"99","a2","adult","female","i","api-pi",437,2716.272896,3339.163873,3940.184495,1174.25350176888,14.4772827795629,0.53402809365263,0.558401073113027
"100","a2","adult","female","a","api",986.6436963,1790.621338,2959.949717,3791.1937,1174.25350176888,14.4772827795629,0.53402809365263,0.558401073113027
"101","a2","adult","female","i","api-pi",403.3026761,2647.3,3093.330267,4109.397015,1174.25350176888,14.4772827795629,0.53402809365263,0.558401073113027
"102","a2","adult","female","a","mama",608.3993933,1552.290111,2814.571385,3280.564147,1174.25350176888,14.4772827795629,0.53402809365263,0.558401073113027
"103","a2","adult","female","a","thapa",878.3608625,1768.389686,2740.819966,4479.292915,1174.25350176888,14.4772827795629,0.53402809365263,0.558401073113027
"104","a2","adult","female","i","t'ika",410.3691073,2817.55576,3512.450784,4292.808131,1174.25350176888,14.4772827795629,0.53402809365263,0.558401073113027
"105","a2","adult","female","e","p'esqo",416.8850325,2403.786988,3186.702596,4243.563969,1174.25350176888,14.4772827795629,0.53402809365263,0.558401073113027
"106","a2","adult","female","i","q'epi-pi",443.2160524,2745.70304,3343.386586,4044.845852,1174.25350176888,14.4772827795629,0.53402809365263,0.558401073113027
"107","a2","adult","female","i","t'ika",403.9,2929.462939,3194.7,3477.322267,1174.25350176888,14.4772827795629,0.53402809365263,0.558401073113027
"108","a2","adult","female","a","api",925.136306,1854.372409,3133.24592,3855.846426,1174.25350176888,14.4772827795629,0.53402809365263,0.558401073113027
"109","a2","adult","female","e","qolqe-pi",451.2088873,1922.186152,3009.948993,NA,1174.25350176888,14.4772827795629,0.53402809365263,0.558401073113027
"110","a2","adult","female","i","api-pi",509.1649032,2767.4,3300.295875,3705.80542,1174.25350176888,14.4772827795629,0.53402809365263,0.558401073113027
"111","a2","adult","female","i","t'ika",435.7166767,2580.523828,2985.277861,3624.238714,1174.25350176888,14.4772827795629,0.53402809365263,0.558401073113027
"112","a2","adult","female","u","punku",390.8954581,711.5857652,3011.794679,3907.835811,1174.25350176888,14.4772827795629,0.53402809365263,0.558401073113027
"113","a2","adult","female","u","punku",630.3,2184.8,3081.5,4463.296184,1174.25350176888,14.4772827795629,0.53402809365263,0.558401073113027
"114","a2","adult","female","i","api-pi",399.1770914,2780.770788,3304.154153,3872.923134,1174.25350176888,14.4772827795629,0.53402809365263,0.558401073113027
"115","a2","adult","female","u","runtu",677.6229974,1130.355123,2399.485416,3235.998572,1174.25350176888,14.4772827795629,0.53402809365263,0.558401073113027
"116","a2","adult","female","a","papa",624.9002154,928.5287078,NA,3632.251851,1174.25350176888,14.4772827795629,0.53402809365263,0.558401073113027
"117","a2","adult","female","u","runtu",792.4261408,2067.7,2985.60011,3687.594444,1174.25350176888,14.4772827795629,0.53402809365263,0.558401073113027
"118","a2","adult","female","a","pampa",735.1762204,1468.984414,2608.994843,4359.363911,1174.25350176888,14.4772827795629,0.53402809365263,0.558401073113027
"119","a2","adult","female","a","papa",795.8904687,1512.065822,2719.069819,3663.658802,1174.25350176888,14.4772827795629,0.53402809365263,0.558401073113027
"120","a2","adult","female","o","alqo-pi",424.2296246,793.8998839,2856.070637,3848.126279,1174.25350176888,14.4772827795629,0.53402809365263,0.558401073113027
"121","a2","adult","female","a","pampa",878.8712488,1654.851316,2653.470759,3297.055792,1174.25350176888,14.4772827795629,0.53402809365263,0.558401073113027
"122","a2","adult","female","e","qolqe-pi",NA,2150.50684,3208.707727,4102.154553,1174.25350176888,14.4772827795629,0.53402809365263,0.558401073113027
"123","a2","adult","female","e","q'epi",581.1367813,2308.528457,3371.9732,4348.387865,1174.25350176888,14.4772827795629,0.53402809365263,0.558401073113027
"124","a2","adult","female","o","p'esqo-pi",621.57552,NA,2912.799701,4395.396187,1174.25350176888,14.4772827795629,0.53402809365263,0.558401073113027
"125","a2","adult","female","o","alqo-pi",569.2972148,919.5642014,2416.718483,4534.612223,1174.25350176888,14.4772827795629,0.53402809365263,0.558401073113027
"126","a2","adult","female","o","qolqe",629.1554563,1095.159474,2655.317391,3296.276544,1174.25350176888,14.4772827795629,0.53402809365263,0.558401073113027
"127","a2","adult","female","o","alqo-pi",607.1,972.5812629,2587.926842,3167.477804,1174.25350176888,14.4772827795629,0.53402809365263,0.558401073113027
"128","a2","adult","female","e","p'esqo",451.9632831,2508.418127,3148.101117,4271.541034,1174.25350176888,14.4772827795629,0.53402809365263,0.558401073113027
"129","a2","adult","female","i","t'ika",438.0700561,2857.007846,3482.281462,4550.213839,1174.25350176888,14.4772827795629,0.53402809365263,0.558401073113027
"130","a2","adult","female","u","sunkha",558.7,2458.834518,3458.179678,4629.748496,1174.25350176888,14.4772827795629,0.53402809365263,0.558401073113027
"131","a2","adult","female","o","p'esqo-pi",499.1477718,807.2936312,3091.46327,4416.437271,1174.25350176888,14.4772827795629,0.53402809365263,0.558401073113027
"132","a2","adult","female","i","q'epi-pi",520.6071255,2631.805065,3306.376576,4574.6,1174.25350176888,14.4772827795629,0.53402809365263,0.558401073113027
"133","a2","adult","female","u","punchu",576.7139554,1834.870631,2936,4420.947611,1174.25350176888,14.4772827795629,0.53402809365263,0.558401073113027
"134","a2","adult","female","o","alqo-pi",570.0836356,873.119536,2669.008276,3054.410815,1174.25350176888,14.4772827795629,0.53402809365263,0.558401073113027
"135","a2","adult","female","a","papa",821.8772289,1622.318628,2631.322119,3446.032304,1174.25350176888,14.4772827795629,0.53402809365263,0.558401073113027
"136","a2","adult","female","i","hampiri",308.7444187,2712.653246,3348.545732,4674.309628,1174.25350176888,14.4772827795629,0.53402809365263,0.558401073113027
"137","a2","adult","female","e","p'esqo",399.5005275,2237.755527,3030.697432,4336.053813,1174.25350176888,14.4772827795629,0.53402809365263,0.558401073113027
"138","a2","adult","female","u","punchu",449.4582477,814.4817899,2536.362554,2832.445277,1174.25350176888,14.4772827795629,0.53402809365263,0.558401073113027
"139","a2","adult","female","o","p'esqo-pi",417.6113593,766.8114635,3000.577891,4062.6,1174.25350176888,14.4772827795629,0.53402809365263,0.558401073113027
"140","a2","adult","female","e","q'epi",472.7140076,2661.834584,3538.102496,4478.52226,1174.25350176888,14.4772827795629,0.53402809365263,0.558401073113027
"141","a2","adult","female","i","chita",291.65626,2658.849471,2819.051847,3389.340707,1174.25350176888,14.4772827795629,0.53402809365263,0.558401073113027
"142","a2","adult","female","a","thapa",NA,909.5486638,NA,2762.763287,1174.25350176888,14.4772827795629,0.53402809365263,0.558401073113027
"143","a2","adult","female","a","mama",NA,1372.000253,2547.702058,3246.341818,1174.25350176888,14.4772827795629,0.53402809365263,0.558401073113027
"144","a2","adult","female","i","chita",292.6708605,2467.260741,3133.849543,4680.257203,1174.25350176888,14.4772827795629,0.53402809365263,0.558401073113027
"145","a2","adult","female","a","mama",647.3977719,1324.652776,2794.4,3574.009543,1174.25350176888,14.4772827795629,0.53402809365263,0.558401073113027
"146","a2","adult","female","i","hampiri",265.9162119,2523.124876,2812.754249,3208.700243,1174.25350176888,14.4772827795629,0.53402809365263,0.558401073113027
"147","a2","adult","female","a","papa",775.1703269,1544.531984,2633.335167,3523.568056,1174.25350176888,14.4772827795629,0.53402809365263,0.558401073113027
"148","a2","adult","female","o","qolqe",560.3897936,1117.363757,2656.146187,3324.971873,1174.25350176888,14.4772827795629,0.53402809365263,0.558401073113027
"149","a2","adult","female","a","pampa",873.4789481,1589.295155,2785.1,4071.3,1174.25350176888,14.4772827795629,0.53402809365263,0.558401073113027
"150","a2","adult","female","i","hampiri",322.266012,2553.348994,3001.034818,3202.518456,1174.25350176888,14.4772827795629,0.53402809365263,0.558401073113027
"151","a2","adult","female","i","hampiri",302.6818566,2644.858319,3123.886151,3511.109956,1174.25350176888,14.4772827795629,0.53402809365263,0.558401073113027
"152","a2","adult","female","u","sunkha",303.1767829,728.8226013,2569.468888,4623.221565,1174.25350176888,14.4772827795629,0.53402809365263,0.558401073113027
"153","a2","adult","female","i","chita",345.9593552,2640.708482,3244.544983,4511.36339,1174.25350176888,14.4772827795629,0.53402809365263,0.558401073113027
"154","a3","adult","female","i","api-pi",335.5841442,2647.906415,3385.590347,4081.348607,1235.64570738992,13.7579889593996,0.480250015774876,0.469886445809024
"155","a3","adult","female","i","api-pi",338.2240459,2438.353956,3272.695472,4074.680382,1235.64570738992,13.7579889593996,0.480250015774876,0.469886445809024
"156","a3","adult","female","e","q'epi",445.3599562,2643.709745,3408.218933,4355.125043,1235.64570738992,13.7579889593996,0.480250015774876,0.469886445809024
"157","a3","adult","female","o","p'esqo-pi",NA,762.9682897,3480.838589,4221.920099,1235.64570738992,13.7579889593996,0.480250015774876,0.469886445809024
"158","a3","adult","female","i","chita",366.6231636,2622.865408,3354.748632,3957.600859,1235.64570738992,13.7579889593996,0.480250015774876,0.469886445809024
"159","a3","adult","female","i","api-pi",451.9232104,2381.919627,3348.995506,4162.504291,1235.64570738992,13.7579889593996,0.480250015774876,0.469886445809024
"160","a3","adult","female","e","p'esqo",478.6469585,2321.158128,3273.592547,3794.91997,1235.64570738992,13.7579889593996,0.480250015774876,0.469886445809024
"161","a3","adult","female","u","runtu",480.7983288,995.8062871,NA,NA,1235.64570738992,13.7579889593996,0.480250015774876,0.469886445809024
"162","a3","adult","female","i","hampiri",409.4570351,2551.4,3433.810096,3782.729106,1235.64570738992,13.7579889593996,0.480250015774876,0.469886445809024
"163","a3","adult","female","i","hampiri",432.1885019,2533.655753,3411.655017,3810.561478,1235.64570738992,13.7579889593996,0.480250015774876,0.469886445809024
"164","a3","adult","female","a","mama",746,1601.574536,3606.392622,4077.108162,1235.64570738992,13.7579889593996,0.480250015774876,0.469886445809024
"165","a3","adult","female","o","alqo-pi",632.7497107,875.816184,3424.344338,4313.433524,1235.64570738992,13.7579889593996,0.480250015774876,0.469886445809024
"166","a3","adult","female","u","runtu",500.6324702,1245.920266,NA,NA,1235.64570738992,13.7579889593996,0.480250015774876,0.469886445809024
"167","a3","adult","female","e","p'esqo",500.7610988,2418.065178,3163.680183,3953.372747,1235.64570738992,13.7579889593996,0.480250015774876,0.469886445809024
"168","a3","adult","female","i","t'ika",351.5094699,NA,NA,3424.700342,1235.64570738992,13.7579889593996,0.480250015774876,0.469886445809024
"169","a3","adult","female","i","api-pi",370.2474105,2693.384727,3455.335269,4205.743185,1235.64570738992,13.7579889593996,0.480250015774876,0.469886445809024
"170","a3","adult","female","a","mama",723.1,1656.484205,3639.255999,4011.179254,1235.64570738992,13.7579889593996,0.480250015774876,0.469886445809024
"171","a3","adult","female","a","pampa",888.3602126,1669.887707,3611.775684,4042.225421,1235.64570738992,13.7579889593996,0.480250015774876,0.469886445809024
"172","a3","adult","female","o","alqo-pi",653.779071,913.1787428,3397.170193,4262,1235.64570738992,13.7579889593996,0.480250015774876,0.469886445809024
"173","a3","adult","female","a","papa",670.0647796,NA,3237.215721,4337.078871,1235.64570738992,13.7579889593996,0.480250015774876,0.469886445809024
"174","a3","adult","female","a","mama",845.8955258,1643.887961,3502.513094,4140.613301,1235.64570738992,13.7579889593996,0.480250015774876,0.469886445809024
"175","a3","adult","female","a","papa",717.1,NA,3546.146958,4180.819119,1235.64570738992,13.7579889593996,0.480250015774876,0.469886445809024
"176","a3","adult","female","a","api",690.9867384,NA,3557.902066,4261.842655,1235.64570738992,13.7579889593996,0.480250015774876,0.469886445809024
"177","a3","adult","female","i","q'epi-pi",332.3,2555.8,3195.371418,4252.287694,1235.64570738992,13.7579889593996,0.480250015774876,0.469886445809024
"178","a3","adult","female","u","sunkha",366.3157378,850.2595981,3309.509825,4380.7,1235.64570738992,13.7579889593996,0.480250015774876,0.469886445809024
"179","a3","adult","female","e","qolqe-pi",503.5442702,NA,3226.5,4215.1,1235.64570738992,13.7579889593996,0.480250015774876,0.469886445809024
"180","a3","adult","female","e","p'esqo",496.4166061,2375.363317,3208.37212,4238.843444,1235.64570738992,13.7579889593996,0.480250015774876,0.469886445809024
"181","a3","adult","female","e","q'epi",482.7042606,2525.226305,3426.276745,4336.822464,1235.64570738992,13.7579889593996,0.480250015774876,0.469886445809024
"182","a3","adult","female","o","qolqe",669.2261961,997.8003152,NA,3993.363982,1235.64570738992,13.7579889593996,0.480250015774876,0.469886445809024
"183","a3","adult","female","a","pampa",711.4,1631.2,3546.19388,4087.826533,1235.64570738992,13.7579889593996,0.480250015774876,0.469886445809024
"184","a3","adult","female","a","api",931.4568906,1553.795089,3676.5,4324.571698,1235.64570738992,13.7579889593996,0.480250015774876,0.469886445809024
"185","a3","adult","female","a","papa",841.3,1610.462516,3668.468571,4322.440086,1235.64570738992,13.7579889593996,0.480250015774876,0.469886445809024
"186","a3","adult","female","a","thapa",835.5789022,1778.1,3627.553524,4101.778145,1235.64570738992,13.7579889593996,0.480250015774876,0.469886445809024
"187","a3","adult","female","o","p'esqo-pi",666.4031425,951.106368,3446.569897,4213.643265,1235.64570738992,13.7579889593996,0.480250015774876,0.469886445809024
"188","a3","adult","female","i","t'ika",496.748759,2725.178095,3509.915425,3998.016966,1235.64570738992,13.7579889593996,0.480250015774876,0.469886445809024
"189","a3","adult","female","u","punku",344.9598642,710.1108027,3417.682511,4273.163876,1235.64570738992,13.7579889593996,0.480250015774876,0.469886445809024
"190","a3","adult","female","a","thapa",851.5272535,1763.8,3673.535562,4153.075881,1235.64570738992,13.7579889593996,0.480250015774876,0.469886445809024
"191","a3","adult","female","a","pampa",946.4771497,1664.5,NA,3888.5,1235.64570738992,13.7579889593996,0.480250015774876,0.469886445809024
