"","spkr","age_yrs","gender","Phone","Word","f1_midpt_med_clean","f2_midpt_med_clean","f3_midpt_med_clean","f4_midpt_med_clean","deltaf","vtl","a_ratiof1f2","a_ratiof2f3"
"692","c14","5","female","e","p'esqo",361.3406,2916.195,4281.602,NA,1278.87173111038,13.2929672198163,0.370457167013937,0.447634497187032
"693","c14","5","female","u","punku",453.1497,NA,4139.62,NA,1278.87173111038,13.2929672198163,0.370457167013937,0.447634497187032
"694","c14","5","female","i","t'ika",NA,2926.265,3645.9,NA,1278.87173111038,13.2929672198163,0.370457167013937,0.447634497187032
"695","c14","5","female","a","mama",491.6666,1755.051,4533.988,NA,1278.87173111038,13.2929672198163,0.370457167013937,0.447634497187032
"696","c14","5","female","a","mama",398.1049,1583.179,3753.734,NA,1278.87173111038,13.2929672198163,0.370457167013937,0.447634497187032
"697","c14","5","female","i","q'epi-pi",320.4873,2931.842,3634.297,NA,1278.87173111038,13.2929672198163,0.370457167013937,0.447634497187032
"698","c14","5","female","i","t'ika",317.825,NA,4284.229,NA,1278.87173111038,13.2929672198163,0.370457167013937,0.447634497187032
"699","c14","5","female","o","p'esqo-pi",353.3684,797.4872,3344.356,NA,1278.87173111038,13.2929672198163,0.370457167013937,0.447634497187032
"700","c14","5","female","i","hampiri",NA,2867.856,3554.954,NA,1278.87173111038,13.2929672198163,0.370457167013937,0.447634497187032
"701","c14","5","female","a","papa",738.1456,1622.258,3751.721,NA,1278.87173111038,13.2929672198163,0.370457167013937,0.447634497187032
"702","c14","5","female","a","mama",557.504,1610.1,3657.264,NA,1278.87173111038,13.2929672198163,0.370457167013937,0.447634497187032
"703","c14","5","female","o","p'esqo-pi",475.3824,1221.7,3055.731,NA,1278.87173111038,13.2929672198163,0.370457167013937,0.447634497187032
"704","c14","5","female","e","p'esqo",395.4192,2645.526,4278.469,NA,1278.87173111038,13.2929672198163,0.370457167013937,0.447634497187032
"705","c15","10","male","e","p'esqo",310.9156,2714.582,3219.143,NA,1219.25932744635,13.9428910792959,0.498747307465115,0.474056949451299
"706","c15","10","male","i","q'epi-pi",336.5260869,2167.455249,3105.534167,NA,1219.25932744635,13.9428910792959,0.498747307465115,0.474056949451299
"707","c15","10","male","i","t'ika",307.0637,2785.612,3366.75,NA,1219.25932744635,13.9428910792959,0.498747307465115,0.474056949451299
"708","c15","10","male","i","api-pi",326.3774414,2485.9,3090,NA,1219.25932744635,13.9428910792959,0.498747307465115,0.474056949451299
"709","c15","10","male","u","punchu",317.2802,1348.981,2855.484,NA,1219.25932744635,13.9428910792959,0.498747307465115,0.474056949451299
"710","c15","10","male","i","hampiri-pi",352.033,2589.4,3158.439,NA,1219.25932744635,13.9428910792959,0.498747307465115,0.474056949451299
"711","c15","10","male","i","hampiri",366.5778608,2710.63256,NA,NA,1219.25932744635,13.9428910792959,0.498747307465115,0.474056949451299
"712","c15","10","male","i","chita",294.915,2244.4,NA,NA,1219.25932744635,13.9428910792959,0.498747307465115,0.474056949451299
"713","c15","10","male","u","punchu",363.9074527,NA,3873.865245,NA,1219.25932744635,13.9428910792959,0.498747307465115,0.474056949451299
"714","c15","10","male","i","hampiri",393.9909374,2642.919371,3282.881361,NA,1219.25932744635,13.9428910792959,0.498747307465115,0.474056949451299
"715","c15","10","male","u","sunkha",337.9939,1322.49,2771.9,NA,1219.25932744635,13.9428910792959,0.498747307465115,0.474056949451299
"716","c15","10","male","i","t'ika",284.5261,2798.947,3206.162,NA,1219.25932744635,13.9428910792959,0.498747307465115,0.474056949451299
"717","c15","10","male","i","t'ika",314.8413,2830.648,NA,NA,1219.25932744635,13.9428910792959,0.498747307465115,0.474056949451299
"718","c15","10","male","i","chita",284.0247784,2642.679432,3278.002161,NA,1219.25932744635,13.9428910792959,0.498747307465115,0.474056949451299
"719","c15","10","male","u","sunkha",422.8009409,1658.661596,3108.111244,NA,1219.25932744635,13.9428910792959,0.498747307465115,0.474056949451299
"720","c15","10","male","i","chita",273.4890779,2811.597748,3329.1,NA,1219.25932744635,13.9428910792959,0.498747307465115,0.474056949451299
"721","c15","10","male","u","runtu",407.6173,1395.388,4082.293,NA,1219.25932744635,13.9428910792959,0.498747307465115,0.474056949451299
"722","c15","10","male","u","runtu",400.6938,NA,3650.187,NA,1219.25932744635,13.9428910792959,0.498747307465115,0.474056949451299
"723","c15","10","male","a","api",NA,1660.054,3380.68,NA,1219.25932744635,13.9428910792959,0.498747307465115,0.474056949451299
"724","c15","10","male","e","q'epi",334.2122,2566.508,3424.087,NA,1219.25932744635,13.9428910792959,0.498747307465115,0.474056949451299
"725","c15","10","male","i","chita",301.0333298,2947.034862,3697.654179,NA,1219.25932744635,13.9428910792959,0.498747307465115,0.474056949451299
"726","c15","10","male","a","thapa",771.1703,1517.854,3312.033,NA,1219.25932744635,13.9428910792959,0.498747307465115,0.474056949451299
"727","c15","10","male","a","api",799.4585,1682.733,3134.012,NA,1219.25932744635,13.9428910792959,0.498747307465115,0.474056949451299
"728","c15","10","male","i","api-pi",266.4233973,3009.452984,3895.937554,NA,1219.25932744635,13.9428910792959,0.498747307465115,0.474056949451299
"729","c15","10","male","i","t'ika",321.8209723,2725.556376,3431.856687,NA,1219.25932744635,13.9428910792959,0.498747307465115,0.474056949451299
"730","c15","10","male","a","api",602.7305,1737.2,3175.056,NA,1219.25932744635,13.9428910792959,0.498747307465115,0.474056949451299
"731","c15","10","male","i","hampiri-pi",314.8681,2407.609,3181.76,NA,1219.25932744635,13.9428910792959,0.498747307465115,0.474056949451299
"732","c15","10","male","e","p'esqo",369.9201,3164.742,NA,NA,1219.25932744635,13.9428910792959,0.498747307465115,0.474056949451299
"733","c15","10","male","u","punku",395.6258,1433.48,2813.152,NA,1219.25932744635,13.9428910792959,0.498747307465115,0.474056949451299
"734","c15","10","male","a","thapa",689.1371,1497.486,3270.79,NA,1219.25932744635,13.9428910792959,0.498747307465115,0.474056949451299
"735","c15","10","male","a","pampa",923.3,1558.5,3318.6,NA,1219.25932744635,13.9428910792959,0.498747307465115,0.474056949451299
"736","c15","10","male","a","papa",722.3295,1533.58,3397.334,NA,1219.25932744635,13.9428910792959,0.498747307465115,0.474056949451299
"737","c15","10","male","a","papa",686.7825,1480.81,2849.8,NA,1219.25932744635,13.9428910792959,0.498747307465115,0.474056949451299
"738","c15","10","male","a","papa",744.7526,1460.277,3187.568,NA,1219.25932744635,13.9428910792959,0.498747307465115,0.474056949451299
"739","c15","10","male","i","hampiri",454.4278,2232.302,3064.5,NA,1219.25932744635,13.9428910792959,0.498747307465115,0.474056949451299
"740","c15","10","male","u","punchu",385.6346,1360.2,4077.832,NA,1219.25932744635,13.9428910792959,0.498747307465115,0.474056949451299
"741","c15","10","male","a","pampa",767.4698,1449.8,3014.035,NA,1219.25932744635,13.9428910792959,0.498747307465115,0.474056949451299
"742","c15","10","male","a","mama",799.77,1506.357,3563.272,NA,1219.25932744635,13.9428910792959,0.498747307465115,0.474056949451299
"743","c15","10","male","a","mama",819,1604.8,3068.041,NA,1219.25932744635,13.9428910792959,0.498747307465115,0.474056949451299
"744","c15","10","male","o","alqo-pi",562.4595,NA,2629.6,NA,1219.25932744635,13.9428910792959,0.498747307465115,0.474056949451299
"745","c15","10","male","a","pampa",736.3983,1370.739,3421.224,NA,1219.25932744635,13.9428910792959,0.498747307465115,0.474056949451299
"746","c15","10","male","a","papa",695.4251,1471.881,2942.094,NA,1219.25932744635,13.9428910792959,0.498747307465115,0.474056949451299
"747","c15","10","male","a","mama",743.455,1540.074,3637.872,NA,1219.25932744635,13.9428910792959,0.498747307465115,0.474056949451299
"748","c15","10","male","a","mama",907.337,1528.855,3684.532,NA,1219.25932744635,13.9428910792959,0.498747307465115,0.474056949451299
"749","c15","10","male","a","thapa",748.301,1466.913,3127.655,NA,1219.25932744635,13.9428910792959,0.498747307465115,0.474056949451299
"750","c15","10","male","a","thapa",787.0034,1487.382,3113.342,NA,1219.25932744635,13.9428910792959,0.498747307465115,0.474056949451299
"751","c15","10","male","o","p'esqo-pi",567.2233,1242.822,3053.274,NA,1219.25932744635,13.9428910792959,0.498747307465115,0.474056949451299
"752","c15","10","male","e","p'esqo",516.2161,1944.468,3318.852,NA,1219.25932744635,13.9428910792959,0.498747307465115,0.474056949451299
"753","c15","10","male","o","qolqe",539,NA,3037.541,NA,1219.25932744635,13.9428910792959,0.498747307465115,0.474056949451299
"754","c15","10","male","a","api",790.2487,1634.8,3162.677,NA,1219.25932744635,13.9428910792959,0.498747307465115,0.474056949451299
"755","c15","10","male","a","pampa",724.6445,1534.55,3719.619,NA,1219.25932744635,13.9428910792959,0.498747307465115,0.474056949451299
"756","c15","10","male","o","qolqe",586.6652,1263.654,3451.104,NA,1219.25932744635,13.9428910792959,0.498747307465115,0.474056949451299
"757","c15","10","male","a","api",786.1943,1571.464,3151.065,NA,1219.25932744635,13.9428910792959,0.498747307465115,0.474056949451299
"758","c15","10","male","a","api",812.3838,1559.342,2987.171,NA,1219.25932744635,13.9428910792959,0.498747307465115,0.474056949451299
"759","c15","10","male","a","api",829.4075,1541.786,3050.272,NA,1219.25932744635,13.9428910792959,0.498747307465115,0.474056949451299
"760","c15","10","male","i","hampiri",454.0432,2486.744,3212.431,NA,1219.25932744635,13.9428910792959,0.498747307465115,0.474056949451299
"761","c15","10","male","e","q'epi",460.9828,2406.001,3393.468,NA,1219.25932744635,13.9428910792959,0.498747307465115,0.474056949451299
"762","c15","10","male","u","punku",513.9836,1466.1,2841.7,NA,1219.25932744635,13.9428910792959,0.498747307465115,0.474056949451299
"763","c15","10","male","o","p'esqo-pi",554.3595,1165.838,3122.804,NA,1219.25932744635,13.9428910792959,0.498747307465115,0.474056949451299
"764","c15","10","male","u","punku",488.5591,NA,3605.1,NA,1219.25932744635,13.9428910792959,0.498747307465115,0.474056949451299
"765","c15","10","male","o","qolqe",532.1089,1143.806,3267.931,NA,1219.25932744635,13.9428910792959,0.498747307465115,0.474056949451299
"766","c15","10","male","e","qolqe-pi",625.2984,1824.578,3418.653,NA,1219.25932744635,13.9428910792959,0.498747307465115,0.474056949451299
"767","c15","10","male","e","p'esqo",375.0065,3135.293,NA,NA,1219.25932744635,13.9428910792959,0.498747307465115,0.474056949451299
"768","c15","10","male","i","hampiri",NA,2518.604,3125.345,NA,1219.25932744635,13.9428910792959,0.498747307465115,0.474056949451299
"769","c15","10","male","u","runtu",432.8208,1311.544,2977.8,NA,1219.25932744635,13.9428910792959,0.498747307465115,0.474056949451299
"770","c16","4","male","i","hampiri",347.4055995,3443.53767,4122.199748,NA,1476.55964884589,11.513249744626,0.521571028760663,0.568001237724416
"771","c16","4","male","a","mama",NA,2036.199,3666.597,NA,1476.55964884589,11.513249744626,0.521571028760663,0.568001237724416
"772","c16","4","male","i","hampiri",363.8228153,3410.117724,4151.994872,NA,1476.55964884589,11.513249744626,0.521571028760663,0.568001237724416
"773","c16","4","male","u","sunkha",538.5462,1133.899,3309.374,NA,1476.55964884589,11.513249744626,0.521571028760663,0.568001237724416
"774","c16","4","male","a","api",1115.755,1964.08,3358.762,NA,1476.55964884589,11.513249744626,0.521571028760663,0.568001237724416
"775","c16","4","male","i","chita",471.5586,3284.364,4012.388,NA,1476.55964884589,11.513249744626,0.521571028760663,0.568001237724416
"776","c16","4","male","u","punku",383.569,NA,3072.895,NA,1476.55964884589,11.513249744626,0.521571028760663,0.568001237724416
"777","c16","4","male","u","punchu",538.48,1211.7,3414.176,NA,1476.55964884589,11.513249744626,0.521571028760663,0.568001237724416
"778","c16","4","male","i","chita",572.7,3104.465,4268.985,NA,1476.55964884589,11.513249744626,0.521571028760663,0.568001237724416
"779","c16","4","male","u","runtu",480.6815,1163.665,2856.957,NA,1476.55964884589,11.513249744626,0.521571028760663,0.568001237724416
"780","c16","4","male","a","pampa",1025.585,1901.548,3446.259,NA,1476.55964884589,11.513249744626,0.521571028760663,0.568001237724416
"781","c16","4","male","a","thapa",1084.245,2081.736,3375.539,NA,1476.55964884589,11.513249744626,0.521571028760663,0.568001237724416
"782","c16","4","male","a","api",1124.187,2109.211,3541.878,NA,1476.55964884589,11.513249744626,0.521571028760663,0.568001237724416
"783","c16","4","male","e","q'epi",361.7135,3551.481,4341.525,NA,1476.55964884589,11.513249744626,0.521571028760663,0.568001237724416
"784","c16","4","male","i","t'ika",482.8112,3241.287,4174.14,NA,1476.55964884589,11.513249744626,0.521571028760663,0.568001237724416
"785","c16","4","male","a","thapa",1105.192,2131.786,3782.192,NA,1476.55964884589,11.513249744626,0.521571028760663,0.568001237724416
"786","c16","4","male","i","t'ika",342.5373,3466.445,4448.176,NA,1476.55964884589,11.513249744626,0.521571028760663,0.568001237724416
"787","c16","4","male","a","thapa",1223.059,2213.736,3165.615,NA,1476.55964884589,11.513249744626,0.521571028760663,0.568001237724416
"788","c16","4","male","e","p'esqo",323.3513,NA,NA,NA,1476.55964884589,11.513249744626,0.521571028760663,0.568001237724416
"789","c16","4","male","a","mama",822.7757,2049.022,4024.121,NA,1476.55964884589,11.513249744626,0.521571028760663,0.568001237724416
"790","c16","4","male","a","pampa",1047.19,1959.567,3366.874,NA,1476.55964884589,11.513249744626,0.521571028760663,0.568001237724416
"791","c16","4","male","e","p'esqo",351.2673,3535.072,4238.94,NA,1476.55964884589,11.513249744626,0.521571028760663,0.568001237724416
"792","c16","4","male","a","papa",965.1876,1857.977,3665.063,NA,1476.55964884589,11.513249744626,0.521571028760663,0.568001237724416
"793","c16","4","male","o","qolqe",554.4995,1379.627,3107.176,NA,1476.55964884589,11.513249744626,0.521571028760663,0.568001237724416
"794","c16","4","male","a","papa",1000.946,1869.557,3646.485,NA,1476.55964884589,11.513249744626,0.521571028760663,0.568001237724416
"795","c17","6","male","i","chita",339.5969,3374.453,3737.319,NA,1319.3262603257,12.8853646828823,0.52162297535427,0.499993941657356
"796","c17","6","male","e","p'esqo",357.296,791.8735,3560.639,NA,1319.3262603257,12.8853646828823,0.52162297535427,0.499993941657356
"797","c17","6","male","o","qolqe",663.3966,1337.187,3490.139,NA,1319.3262603257,12.8853646828823,0.52162297535427,0.499993941657356
"798","c17","6","male","e","p'esqo",326.901,3268.045,4237.166,NA,1319.3262603257,12.8853646828823,0.52162297535427,0.499993941657356
"799","c17","6","male","i","t'ika",350.0099,2836.427,3356.388,NA,1319.3262603257,12.8853646828823,0.52162297535427,0.499993941657356
"800","c17","6","male","i","hampiri-pi",344.4059,2904.4,3528.3,NA,1319.3262603257,12.8853646828823,0.52162297535427,0.499993941657356
"801","c17","6","male","a","api",842.6,1753.6,3577.287,NA,1319.3262603257,12.8853646828823,0.52162297535427,0.499993941657356
"802","c17","6","male","i","hampiri",360.4398,2968.081,3460.784,NA,1319.3262603257,12.8853646828823,0.52162297535427,0.499993941657356
"803","c17","6","male","i","t'ika",342.3758,3051.421,3515.543,NA,1319.3262603257,12.8853646828823,0.52162297535427,0.499993941657356
"804","c17","6","male","o","alqo-pi",641.4566,1302.353,NA,NA,1319.3262603257,12.8853646828823,0.52162297535427,0.499993941657356
"805","c17","6","male","a","api",1053.296,NA,3347.4,NA,1319.3262603257,12.8853646828823,0.52162297535427,0.499993941657356
"806","c17","6","male","a","thapa",1136.8,2024.301,3280.92,NA,1319.3262603257,12.8853646828823,0.52162297535427,0.499993941657356
"807","c17","6","male","u","punku",391.0426,NA,3596.876,NA,1319.3262603257,12.8853646828823,0.52162297535427,0.499993941657356
"808","c17","6","male","a","pampa",938.5,1635.056,4417.403,NA,1319.3262603257,12.8853646828823,0.52162297535427,0.499993941657356
"809","c17","6","male","i","chita",315.5106,3445.453,3710.1,NA,1319.3262603257,12.8853646828823,0.52162297535427,0.499993941657356
"810","c17","6","male","a","papa",854.8397,1525.866,3356.77,NA,1319.3262603257,12.8853646828823,0.52162297535427,0.499993941657356
"811","c17","6","male","i","q'epi-pi",333.9399,2583.041,3422.387,NA,1319.3262603257,12.8853646828823,0.52162297535427,0.499993941657356
"812","c17","6","male","o","qolqe",626.0729,1429.695,3415.823,NA,1319.3262603257,12.8853646828823,0.52162297535427,0.499993941657356
"813","c17","6","male","e","q'epi",NA,2734.113,3773.804,NA,1319.3262603257,12.8853646828823,0.52162297535427,0.499993941657356
"814","c17","6","male","u","punchu",314.0088868,1157.20165,3864.279088,NA,1319.3262603257,12.8853646828823,0.52162297535427,0.499993941657356
"815","c17","6","male","i","t'ika",335.0186,3110.344,3642.7,NA,1319.3262603257,12.8853646828823,0.52162297535427,0.499993941657356
"816","c17","6","male","a","papa",875.5812,1629.987,3395.899,NA,1319.3262603257,12.8853646828823,0.52162297535427,0.499993941657356
"817","c17","6","male","a","pampa",836.765,1705.438,2921.308,NA,1319.3262603257,12.8853646828823,0.52162297535427,0.499993941657356
"818","c17","6","male","a","thapa",1162.894,1782.972,3690.348,NA,1319.3262603257,12.8853646828823,0.52162297535427,0.499993941657356
"819","c17","6","male","a","mama",430.0167,1358.151,2819.03,NA,1319.3262603257,12.8853646828823,0.52162297535427,0.499993941657356
"820","c17","6","male","u","sunkha",531.1016,NA,3736.154,NA,1319.3262603257,12.8853646828823,0.52162297535427,0.499993941657356
"821","c17","6","male","o","p'esqo-pi",NA,1087.826,3515.534,NA,1319.3262603257,12.8853646828823,0.52162297535427,0.499993941657356
"822","c17","6","male","i","hampiri",331.6125,2833.962,3563.792,NA,1319.3262603257,12.8853646828823,0.52162297535427,0.499993941657356
"823","c17","6","male","u","runtu",301.7341863,1116.994236,4024.588594,NA,1319.3262603257,12.8853646828823,0.52162297535427,0.499993941657356
"824","c17","6","male","a","mama",447.4987,1465.238,2975.429,NA,1319.3262603257,12.8853646828823,0.52162297535427,0.499993941657356
"825","c17","6","male","a","thapa",1049.1,1706.2,3049.1,NA,1319.3262603257,12.8853646828823,0.52162297535427,0.499993941657356
"826","c17","6","male","u","sunkha",424.6253,1123.415,3839.921,NA,1319.3262603257,12.8853646828823,0.52162297535427,0.499993941657356
"827","c17","6","male","i","chita",NA,3120.605734,3685.068919,NA,1319.3262603257,12.8853646828823,0.52162297535427,0.499993941657356
"828","c17","6","male","a","pampa",1007.28,2102.757,3946.835,NA,1319.3262603257,12.8853646828823,0.52162297535427,0.499993941657356
"829","c17","6","male","o","p'esqo-pi",NA,886.648,3431.037,NA,1319.3262603257,12.8853646828823,0.52162297535427,0.499993941657356
"830","c18","8","female","i","t'ika",368.8993,3486.577,4116.33,NA,1467.91438209682,11.5810569113143,0.560335231263008,0.553703443991455
"831","c18","8","female","i","hampiri",382.66,3212.361,3520.664,NA,1467.91438209682,11.5810569113143,0.560335231263008,0.553703443991455
"832","c18","8","female","o","alqo-pi",727.9597,1531.817,3396.525,NA,1467.91438209682,11.5810569113143,0.560335231263008,0.553703443991455
"833","c18","8","female","a","mama",NA,1903.893,3682.565,NA,1467.91438209682,11.5810569113143,0.560335231263008,0.553703443991455
"834","c18","8","female","i","hampiri-pi",386.655,3190.832,3550.175,NA,1467.91438209682,11.5810569113143,0.560335231263008,0.553703443991455
"835","c18","8","female","i","chita",379.3488,3315.304,3849.682,NA,1467.91438209682,11.5810569113143,0.560335231263008,0.553703443991455
"836","c18","8","female","e","q'epi",357.0094,3202.678,4243.497,NA,1467.91438209682,11.5810569113143,0.560335231263008,0.553703443991455
"837","c18","8","female","i","hampiri-pi",455.0582,3099.893,3542.046,NA,1467.91438209682,11.5810569113143,0.560335231263008,0.553703443991455
"838","c18","8","female","u","punchu",591.1529,935.6416,NA,NA,1467.91438209682,11.5810569113143,0.560335231263008,0.553703443991455
"839","c18","8","female","i","t'ika",343.3991,3370.101,4118.278,NA,1467.91438209682,11.5810569113143,0.560335231263008,0.553703443991455
"840","c18","8","female","o","p'esqo-pi",632.7348,1269.937,3569.004,NA,1467.91438209682,11.5810569113143,0.560335231263008,0.553703443991455
"841","c18","8","female","e","p'esqo",365.6187,3151.048,3756.106,NA,1467.91438209682,11.5810569113143,0.560335231263008,0.553703443991455
"842","c18","8","female","i","t'ika",343.3892,3634.75,4362.613,NA,1467.91438209682,11.5810569113143,0.560335231263008,0.553703443991455
"843","c18","8","female","a","pampa",1046.9,1753.748,3565.105,NA,1467.91438209682,11.5810569113143,0.560335231263008,0.553703443991455
"844","c18","8","female","o","qolqe",749.2047,1274.365,3098.631,NA,1467.91438209682,11.5810569113143,0.560335231263008,0.553703443991455
"845","c18","8","female","a","thapa",1161.156,2089.192,3237.028,NA,1467.91438209682,11.5810569113143,0.560335231263008,0.553703443991455
"846","c18","8","female","a","mama",948.6,1857.8,3577.5,NA,1467.91438209682,11.5810569113143,0.560335231263008,0.553703443991455
"847","c18","8","female","a","papa",1058.136,1810.755,3066.43,NA,1467.91438209682,11.5810569113143,0.560335231263008,0.553703443991455
"848","c18","8","female","o","p'esqo-pi",818.0763,1738.053,3533.152,NA,1467.91438209682,11.5810569113143,0.560335231263008,0.553703443991455
"849","c18","8","female","u","sunkha",605.7847,1407.281,3514.111,NA,1467.91438209682,11.5810569113143,0.560335231263008,0.553703443991455
"850","c18","8","female","i","chita",359.8132,3249.037,3878.617,NA,1467.91438209682,11.5810569113143,0.560335231263008,0.553703443991455
"851","c18","8","female","u","runtu",NA,1110.17,NA,NA,1467.91438209682,11.5810569113143,0.560335231263008,0.553703443991455
"852","c18","8","female","u","punku",614.6751,1053.781,3549.096,NA,1467.91438209682,11.5810569113143,0.560335231263008,0.553703443991455
"853","c18","8","female","a","pampa",1207.472,2054.696,3517.104,NA,1467.91438209682,11.5810569113143,0.560335231263008,0.553703443991455
"854","c18","8","female","a","api",1055.268,2013.789,3256.666,NA,1467.91438209682,11.5810569113143,0.560335231263008,0.553703443991455
"855","c18","8","female","i","chita",376.4379,3306.919,3717.844,NA,1467.91438209682,11.5810569113143,0.560335231263008,0.553703443991455
"856","c18","8","female","a","mama",NA,1819,NA,NA,1467.91438209682,11.5810569113143,0.560335231263008,0.553703443991455
"857","c18","8","female","a","pampa",1084.872,1996.047,3546.427,NA,1467.91438209682,11.5810569113143,0.560335231263008,0.553703443991455
"858","c18","8","female","a","api",1161.635,2097.651,3760.87,NA,1467.91438209682,11.5810569113143,0.560335231263008,0.553703443991455
"859","c18","8","female","u","sunkha",619.5089,1183.4,3525.927,NA,1467.91438209682,11.5810569113143,0.560335231263008,0.553703443991455
"860","c18","8","female","a","papa",1047.394,1888.623,3114.346,NA,1467.91438209682,11.5810569113143,0.560335231263008,0.553703443991455
"861","c18","8","female","i","hampiri",346.7719,3332.684,4166.146,NA,1467.91438209682,11.5810569113143,0.560335231263008,0.553703443991455
"862","c18","8","female","i","api-pi",NA,3095.422,3599.73,NA,1467.91438209682,11.5810569113143,0.560335231263008,0.553703443991455
"863","c18","8","female","a","mama",1130.889,2020.102,4010.349,NA,1467.91438209682,11.5810569113143,0.560335231263008,0.553703443991455
"864","c18","8","female","e","qolqe-pi",NA,NA,3999.485,NA,1467.91438209682,11.5810569113143,0.560335231263008,0.553703443991455
"865","c18","8","female","e","p'esqo",355.7865,3129.106,3999.59,NA,1467.91438209682,11.5810569113143,0.560335231263008,0.553703443991455
"866","c18","8","female","i","api-pi",334.8703,3163.096,3751.837,NA,1467.91438209682,11.5810569113143,0.560335231263008,0.553703443991455
"867","c18","8","female","a","thapa",1117.16,2025.351,4186.518,NA,1467.91438209682,11.5810569113143,0.560335231263008,0.553703443991455
"868","c18","8","female","i","q'epi-pi",345.9453,3286.683,4203.584,NA,1467.91438209682,11.5810569113143,0.560335231263008,0.553703443991455
"869","c18","8","female","a","papa",1121.427,2029.868,3363.207,NA,1467.91438209682,11.5810569113143,0.560335231263008,0.553703443991455
"870","c19","7","female","o","p'esqo-pi",663.9342,1367.121,4255.163,NA,1501.2467078115,11.3239215856682,0.527678501594898,0.57473862485998
"871","c19","7","female","a","mama",NA,1893.569,NA,NA,1501.2467078115,11.3239215856682,0.527678501594898,0.57473862485998
"872","c19","7","female","u","sunkha",456.8224,1032.778,3909.62,NA,1501.2467078115,11.3239215856682,0.527678501594898,0.57473862485998
"873","c19","7","female","i","hampiri",272.8177777,3627.423475,4532.480731,NA,1501.2467078115,11.3239215856682,0.527678501594898,0.57473862485998
"874","c19","7","female","e","qolqe-pi",NA,NA,NA,NA,1501.2467078115,11.3239215856682,0.527678501594898,0.57473862485998
"875","c19","7","female","i","api-pi",NA,3372.648,4243.939,NA,1501.2467078115,11.3239215856682,0.527678501594898,0.57473862485998
"876","c19","7","female","i","t'ika",287.9907,3550.149,4312.876,NA,1501.2467078115,11.3239215856682,0.527678501594898,0.57473862485998
"877","c19","7","female","o","p'esqo-pi",595.48,1182.663,3752.575,NA,1501.2467078115,11.3239215856682,0.527678501594898,0.57473862485998
"878","c19","7","female","e","p'esqo",529.7009,3082.945,4149.089,NA,1501.2467078115,11.3239215856682,0.527678501594898,0.57473862485998
"879","c19","7","female","o","qolqe",549.5604,1028.991,3527.845,NA,1501.2467078115,11.3239215856682,0.527678501594898,0.57473862485998
"880","c19","7","female","u","punku",488.7111,2729.858,4013.824,NA,1501.2467078115,11.3239215856682,0.527678501594898,0.57473862485998
"881","c19","7","female","i","hampiri-pi",NA,3645.164,4290.927,NA,1501.2467078115,11.3239215856682,0.527678501594898,0.57473862485998
"882","c19","7","female","a","api",1159.273,2112.4,3512.042,NA,1501.2467078115,11.3239215856682,0.527678501594898,0.57473862485998
"883","c19","7","female","a","mama",710.9,1919.478,3518.548,NA,1501.2467078115,11.3239215856682,0.527678501594898,0.57473862485998
"884","c19","7","female","a","papa",1129.018,2390.54,3296.243,NA,1501.2467078115,11.3239215856682,0.527678501594898,0.57473862485998
"885","c19","7","female","u","runtu",462.4765,1604.21,4201.432,NA,1501.2467078115,11.3239215856682,0.527678501594898,0.57473862485998
"886","c19","7","female","i","t'ika",330.6586,3570.534,4262.224,NA,1501.2467078115,11.3239215856682,0.527678501594898,0.57473862485998
"887","c19","7","female","a","thapa",1046.005,2093.8,3507.385,NA,1501.2467078115,11.3239215856682,0.527678501594898,0.57473862485998
"888","c19","7","female","a","pampa",1178.718,2011.943,3549.977,NA,1501.2467078115,11.3239215856682,0.527678501594898,0.57473862485998
"889","c19","7","female","i","chita",341.7093,3223.598,3770.095,NA,1501.2467078115,11.3239215856682,0.527678501594898,0.57473862485998
"890","c19","7","female","a","thapa",1063.466,1864.205,3515.971,NA,1501.2467078115,11.3239215856682,0.527678501594898,0.57473862485998
"891","c19","7","female","a","mama",NA,1761.276,3586.063,NA,1501.2467078115,11.3239215856682,0.527678501594898,0.57473862485998
"892","c19","7","female","a","thapa",1006.196,2006.5,3521.351,NA,1501.2467078115,11.3239215856682,0.527678501594898,0.57473862485998
"893","c19","7","female","a","pampa",1017.712,2018.515,3317.645,NA,1501.2467078115,11.3239215856682,0.527678501594898,0.57473862485998
"894","c19","7","female","a","pampa",1069.841,2091.93,3207.492,NA,1501.2467078115,11.3239215856682,0.527678501594898,0.57473862485998
"895","c19","7","female","i","q'epi-pi",476.5,NA,3888.569,NA,1501.2467078115,11.3239215856682,0.527678501594898,0.57473862485998
"896","c19","7","female","u","sunkha",497.6552,2864.221,4344.354,NA,1501.2467078115,11.3239215856682,0.527678501594898,0.57473862485998
"897","c19","7","female","i","api-pi",318.7858,3360.291,NA,NA,1501.2467078115,11.3239215856682,0.527678501594898,0.57473862485998
"898","c19","7","female","a","api",1163.033,1647.245,NA,NA,1501.2467078115,11.3239215856682,0.527678501594898,0.57473862485998
"899","c19","7","female","i","hampiri",321.878531,3504.021148,4062.984194,NA,1501.2467078115,11.3239215856682,0.527678501594898,0.57473862485998
"900","c19","7","female","u","punchu",NA,793.6261786,3573.929879,NA,1501.2467078115,11.3239215856682,0.527678501594898,0.57473862485998
"901","c19","7","female","e","p'esqo",533.5928,2721.274,4088.842,NA,1501.2467078115,11.3239215856682,0.527678501594898,0.57473862485998
