f1_qrtr_med,f1_midpt_med,f1_thrqrtr_med,f2_qrtr_med,f2_midpt_med,f2_thrqrtr_med,f3_qrtr_med,f3_midpt_med,f3_thrqrtr_med,spkr,age_yrs,Phone,Word,trackable,task,t1,t2_ph,next_ph,prev_ph,qrtr_sec,midpt_sec,thrqrtr_sec,qrtr_sec_ifc,midpt_sec_ifc,thrqrtr_sec_ifc,qrtr_sec_ac,midpt_sec_ac,thrqrtr_sec_ac,f4_qrtr_med,f4_midpt_med,f4_thrqrtr_med,year,MAD_F1,MAD_F2,MAD_F3,MAD_F4,F1_upper,F1_lower,F2_upper,F2_lower,F3_upper,F3_lower,F4_upper,F4_lower,f1_midpt_med_clean,f2_midpt_med_clean,f3_midpt_med_clean,f4_midpt_med_clean,deltaf,vtl,phar_length,a_ratiof1f2,a_ratiof2f3,i_ratiof1f2,i_ratiof2f3,u_ratiof2f3,u_ratiof1f3
439.4616074,588.6420109,363.0242607,2454.732763,2635.167118,2538.925553,3211.891442,3229.976834,3296.52514,10,7,i,api-pi,USE,quechua,211.2908,211.4008,p,p,211.3225,211.3425,211.3725,211.315,211.345,211.375,211.31449,211.34449,211.37449,,,,2018,205.4771378,274.1548723,48.10974138,,1066.480993,-166.3818331,3457.631735,1812.702501,3406.755634,3118.097186,,,588.6420109,2635.167118,3229.976834,,1297.006194,13.10710779,10.129701,0.413139266,0.633527574,0.149365775,0.761658631,0.410631256,0.175053246
852.0536776,851.8149419,754,2954.464765,1542.051247,1466.080714,4262.616509,2929.763909,2835.8,10,7,a,papa,USE,quechua,364.2521,364.3921,p,p,364.2825,364.3225,364.3525,364.285,364.325,364.355,364.28449,364.32449,364.35449,,,,2018,66.0135427,930.3805081,733.6574987,,1094.381095,698.2998384,4960.725827,-621.5572218,5625.581609,1223.636616,,,851.8149419,1542.051247,2929.763909,,1297.006194,13.10710779,10.129701,0.413139266,0.633527574,0.149365775,0.761658631,0.410631256,0.175053246
866.1238733,940.865991,1046.57626,1523.853261,2797.117358,3185.068419,2857.6,3919.454316,4536.825702,10,7,a,papa,USE,quechua,102.4992,102.6092,p,p,102.5225,102.5525,102.5825,102.525,102.555,102.585,102.52449,102.55449,102.58449,,,,2018,66.0135427,930.3805081,733.6574987,,1094.381095,698.2998384,4960.725827,-621.5572218,5625.581609,1223.636616,,,940.865991,2797.117358,3919.454316,,1297.006194,13.10710779,10.129701,0.413139266,0.633527574,0.149365775,0.761658631,0.410631256,0.175053246
145.1479399,383.8952884,318.8852858,1191.900239,1111.645193,1136.755211,3722.71898,3003.513464,3168.685538,11,10,u,punchu,USE,merged,199.495,199.5955007,n,p,199.5225,199.5425,199.5725,199.525,199.545,199.575,199.52449,199.54449,199.57449,,,,2019,99.6348231,303.6484564,140.3726881,,750.0025252,152.1935866,2022.590562,200.6998237,3815.593054,2973.356926,,,383.8952884,1111.645193,3003.513464,,1257.639069,13.51739177,9.162326809,0.358867108,0.546503868,0.147461629,0.788299861,0.358499271,0.131053244
255.4710717,300.8146237,329.1713318,1632.2,1594.4,1438.756247,3560.61414,3768.391633,3579.130885,11,10,a,mama,USE,merged,83.30922621,83.41007221,m,m,83.3325,83.3625,83.3825,83.335,83.355,83.385,83.33449,83.36449,83.38449,,,,2019,156.0470799,117.6922551,310.8035448,,1217.830497,281.5480175,2178.773906,1472.620375,4226.087238,2361.265969,,,300.8146237,1594.4,3768.391633,,1257.639069,13.51739177,9.162326809,0.358867108,0.546503868,0.147461629,0.788299861,0.358499271,0.131053244
310.1660171,333.6293119,324.7954479,2952.9,2981.417628,2962.765362,3609.440156,3646.528922,3763.959492,11,10,i,chita,USE,merged,45.37660547,45.4608867,t,tS,45.4025,45.4225,45.4425,45.395,45.415,45.435,45.39449,45.41449,45.44449,,,,2019,33.49008698,227.4079546,238.866242,,528.8638287,327.9233069,3454.821358,2090.37363,4257.324408,2824.126956,,,333.6293119,2981.417628,3646.528922,,1257.639069,13.51739177,9.162326809,0.358867108,0.546503868,0.147461629,0.788299861,0.358499271,0.131053244
322.3906814,308.4038705,278.5133093,864.8766326,808.2774753,810.4435173,3287.082067,3479.259208,3340.72614,11,10,u,cuca,USE,merged,121.3645267,121.4522432,k,k,121.3825,121.4125,121.4325,121.385,121.405,121.435,121.38449,121.40449,121.43449,,,,2019,99.6348231,303.6484564,140.3726881,,750.0025252,152.1935866,2022.590562,200.6998237,3815.593054,2973.356926,,,308.4038705,808.2774753,3479.259208,,1257.639069,13.51739177,9.162326809,0.358867108,0.546503868,0.147461629,0.788299861,0.358499271,0.131053244
339.2934785,312.8920119,289.3630958,2866.784917,2932.997738,3008.468953,3313.59842,3540.725682,3789.139539,11,10,i,chita,USE,merged,214.7521461,214.8310402,t,tS,214.7725,214.7925,214.8125,214.775,214.795,214.815,214.77449,214.79449,214.81449,,,,2019,33.49008698,227.4079546,238.866242,,528.8638287,327.9233069,3454.821358,2090.37363,4257.324408,2824.126956,,,,2932.997738,3540.725682,,1257.639069,13.51739177,9.162326809,0.358867108,0.546503868,0.147461629,0.788299861,0.358499271,0.131053244
347.5005498,357.8410363,378.020001,1827.4,1876.153703,1738.324881,3218.655756,3322.754228,3258.845014,11,10,a,mama,USE,merged,496.2640238,496.3569322,m,m,496.2825,496.3125,496.3325,496.285,496.315,496.335,496.28449,496.31449,496.33449,,,,2019,156.0470799,117.6922551,310.8035448,,1217.830497,281.5480175,2178.773906,1472.620375,4226.087238,2361.265969,,,357.8410363,1876.153703,3322.754228,,1257.639069,13.51739177,9.162326809,0.358867108,0.546503868,0.147461629,0.788299861,0.358499271,0.131053244
360.6765264,368.315314,353.2746342,1686.7,1676.132833,1423.2,3520.81119,3467.242097,3481.523155,11,10,a,hatunmama,USE,merged,246.5930362,246.6862179,m,m,246.6125,246.6425,246.6625,246.615,246.635,246.665,246.61449,246.64449,246.66449,,,,2019,156.0470799,117.6922551,310.8035448,,1217.830497,281.5480175,2178.773906,1472.620375,4226.087238,2361.265969,,,368.315314,1676.132833,3467.242097,,1257.639069,13.51739177,9.162326809,0.358867108,0.546503868,0.147461629,0.788299861,0.358499271,0.131053244
381.047588,396.0086178,393.4610643,2043.599276,2418.15862,2370.441598,3146.025636,3222.973501,3173.068201,11,10,i,api-pi,USE,merged,391.217,391.327,p,p,391.2425,391.2725,391.3025,391.245,391.275,391.295,391.24449,391.27449,391.30449,,,,2019,33.49008698,227.4079546,238.866242,,528.8638287,327.9233069,3454.821358,2090.37363,4257.324408,2824.126956,,,396.0086178,2418.15862,3222.973501,,1257.639069,13.51739177,9.162326809,0.358867108,0.546503868,0.147461629,0.788299861,0.358499271,0.131053244
387.5133307,380.8541176,377.9728894,1697.146051,1725.207327,2224.136493,3515.285643,3471.07457,3476.565768,11,10,a,hatunmama,USE,merged,308.7197196,308.811817,m,m,308.7425,308.7625,308.7925,308.745,308.765,308.785,308.74449,308.76449,308.78449,,,,2019,156.0470799,117.6922551,310.8035448,,1217.830497,281.5480175,2178.773906,1472.620375,4226.087238,2361.265969,,,380.8541176,1725.207327,3471.07457,,1257.639069,13.51739177,9.162326809,0.358867108,0.546503868,0.147461629,0.788299861,0.358499271,0.131053244
392.9589916,393.4350359,381.0110239,2575.072383,2764.773817,2621.218588,3286.542495,3369.795319,3196.97157,11,10,i,api-pi,USE,merged,167.76,167.87,p,p,167.7825,167.8125,167.8425,167.785,167.815,167.845,167.78449,167.81449,167.84449,,,,2019,33.49008698,227.4079546,238.866242,,528.8638287,327.9233069,3454.821358,2090.37363,4257.324408,2824.126956,,,393.4350359,2764.773817,3369.795319,,1257.639069,13.51739177,9.162326809,0.358867108,0.546503868,0.147461629,0.788299861,0.358499271,0.131053244
394.177551,369.6798699,357.4471886,1204.424512,1488,2758.053441,2481.677057,3476.422259,3628.962643,11,10,u,runtu,USE,merged,317.5657975,317.6868127,n,r,317.5925,317.6225,317.6525,317.595,317.625,317.655,317.59449,317.62449,317.65449,,,,2019,99.6348231,303.6484564,140.3726881,,750.0025252,152.1935866,2022.590562,200.6998237,3815.593054,2973.356926,,,369.6798699,1488,3476.422259,,1257.639069,13.51739177,9.162326809,0.358867108,0.546503868,0.147461629,0.788299861,0.358499271,0.131053244
395.2893767,395.8865753,387.312795,1917.114072,1969.210632,1909.862597,3465.029395,3459.743526,3443.947369,11,10,a,hatunmama,USE,merged,518.2501037,518.3527064,m,m,518.2725,518.3025,518.3225,518.275,518.305,518.325,518.27449,518.30449,518.32449,,,,2019,156.0470799,117.6922551,310.8035448,,1217.830497,281.5480175,2178.773906,1472.620375,4226.087238,2361.265969,,,395.8865753,1969.210632,3459.743526,,1257.639069,13.51739177,9.162326809,0.358867108,0.546503868,0.147461629,0.788299861,0.358499271,0.131053244
395.7359608,559.9781426,578.8793112,1742.6,1741.6,1608.04188,3697.988816,3410.948535,3621.879722,11,10,a,mama,USE,merged,262.4466491,262.5565777,m,m,262.4725,262.5025,262.5325,262.475,262.505,262.525,262.47449,262.50449,262.52449,,,,2019,156.0470799,117.6922551,310.8035448,,1217.830497,281.5480175,2178.773906,1472.620375,4226.087238,2361.265969,,,559.9781426,1741.6,3410.948535,,1257.639069,13.51739177,9.162326809,0.358867108,0.546503868,0.147461629,0.788299861,0.358499271,0.131053244
401.574635,339.0852165,349.7821084,3087.37513,3145.277113,3093.097024,3545.463968,3684.477779,3688.061012,11,10,i,chita,USE,merged,445.8134487,445.8937872,t,tS,445.8325,445.8525,445.8725,445.835,445.855,445.875,445.83449,445.85449,445.87449,,,,2019,33.49008698,227.4079546,238.866242,,528.8638287,327.9233069,3454.821358,2090.37363,4257.324408,2824.126956,,,339.0852165,3145.277113,3684.477779,,1257.639069,13.51739177,9.162326809,0.358867108,0.546503868,0.147461629,0.788299861,0.358499271,0.131053244
434.8720799,428.3935678,396.0977283,2881.195524,2925.982058,2996.962146,3715.96781,3668.760339,3409.788,11,10,i,t'ika,USE,merged,97.88099134,97.95301491,k,t',97.9025,97.9125,97.9325,97.895,97.915,97.935,97.89449,97.91449,97.93449,,,,2019,33.49008698,227.4079546,238.866242,,528.8638287,327.9233069,3454.821358,2090.37363,4257.324408,2824.126956,,,428.3935678,2925.982058,3668.760339,,1257.639069,13.51739177,9.162326809,0.358867108,0.546503868,0.147461629,0.788299861,0.358499271,0.131053244
435.2116777,447.5854288,431.5200915,2476.306686,2500.928907,2216.584502,4124.169559,4167.909779,4089.169296,11,10,i,q'epi-pi,USE,merged,384.38846,384.4587269,p,p,384.4025,384.4225,384.4425,384.405,384.425,384.445,384.40449,384.42449,384.44449,,,,2019,33.49008698,227.4079546,238.866242,,528.8638287,327.9233069,3454.821358,2090.37363,4257.324408,2824.126956,,,447.5854288,2500.928907,4167.909779,,1257.639069,13.51739177,9.162326809,0.358867108,0.546503868,0.147461629,0.788299861,0.358499271,0.131053244
435.8799578,451.0980559,422.5708648,1278.535843,1316.453271,1276.753269,3704.030317,3724.091797,3687.182251,11,10,u,punku,USE,merged,184.0693588,184.1290857,n,p,184.0825,184.1025,184.1125,184.085,184.095,184.115,184.08449,184.09449,184.11449,,,,2019,99.6348231,303.6484564,140.3726881,,750.0025252,152.1935866,2022.590562,200.6998237,3815.593054,2973.356926,,,451.0980559,1316.453271,3724.091797,,1257.639069,13.51739177,9.162326809,0.358867108,0.546503868,0.147461629,0.788299861,0.358499271,0.131053244
443,416.7358411,356.1958447,2757.596631,2772.597494,2969.029704,3348.607608,3345.005087,3225.373544,11,10,i,t'ika,USE,merged,230.399,230.495799,k,t',230.4225,230.4425,230.4725,230.425,230.445,230.475,230.42449,230.44449,230.47449,,,,2019,33.49008698,227.4079546,238.866242,,528.8638287,327.9233069,3454.821358,2090.37363,4257.324408,2824.126956,,,416.7358411,2772.597494,3345.005087,,1257.639069,13.51739177,9.162326809,0.358867108,0.546503868,0.147461629,0.788299861,0.358499271,0.131053244
447.7360451,448.2957665,419.6983757,2682.619262,2687.006217,2621.232812,3545.045838,3605.450038,3276.563941,11,10,i,hampiri-pi,USE,merged,280.7856247,280.8490601,p,r,280.8025,280.8125,280.8325,280.805,280.815,280.835,280.80449,280.81449,280.83449,,,,2019,33.49008698,227.4079546,238.866242,,528.8638287,327.9233069,3454.821358,2090.37363,4257.324408,2824.126956,,,448.2957665,2687.006217,3605.450038,,1257.639069,13.51739177,9.162326809,0.358867108,0.546503868,0.147461629,0.788299861,0.358499271,0.131053244
448.8053181,449.5937378,437.1736654,2712.553868,2748.535077,2572.669419,3379.47363,3337.003465,3193.647643,11,10,i,hampiri-pi,USE,merged,145.7176221,145.7897628,p,r,145.7325,145.7525,145.7725,145.735,145.755,145.775,145.73449,145.75449,145.77449,,,,2019,33.49008698,227.4079546,238.866242,,528.8638287,327.9233069,3454.821358,2090.37363,4257.324408,2824.126956,,,449.5937378,2748.535077,3337.003465,,1257.639069,13.51739177,9.162326809,0.358867108,0.546503868,0.147461629,0.788299861,0.358499271,0.131053244
451.0438878,450.982322,385.1616527,2920.210429,2886.5,2961.637812,3493.669558,3284.473955,3299.696621,11,10,i,t'ika,USE,merged,554.375,554.525,k,t',554.4125,554.4525,554.4825,554.415,554.445,554.485,554.41449,554.45449,554.48449,,,,2019,33.49008698,227.4079546,238.866242,,528.8638287,327.9233069,3454.821358,2090.37363,4257.324408,2824.126956,,,450.982322,2886.5,3284.473955,,1257.639069,13.51739177,9.162326809,0.358867108,0.546503868,0.147461629,0.788299861,0.358499271,0.131053244
454.878476,450.2089148,448.1707865,2746.28491,2816.63283,2750.3,3589.834466,3644.495428,3651.392327,11,10,i,hampiri,USE,merged,279.659,279.8421852,r,p,279.7025,279.7525,279.7925,279.705,279.755,279.795,279.70449,279.75449,279.79449,,,,2019,33.49008698,227.4079546,238.866242,,528.8638287,327.9233069,3454.821358,2090.37363,4257.324408,2824.126956,,,450.2089148,2816.63283,3644.495428,,1257.639069,13.51739177,9.162326809,0.358867108,0.546503868,0.147461629,0.788299861,0.358499271,0.131053244
455.6013045,506.6853543,344.2314728,1135.789897,1068.709903,936.3948955,3366.898214,3394.47499,4109.882184,11,10,u,cuca,USE,merged,540.347,540.507,k,k,540.3825,540.4225,540.4625,540.385,540.425,540.465,540.38449,540.42449,540.46449,,,,2019,99.6348231,303.6484564,140.3726881,,750.0025252,152.1935866,2022.590562,200.6998237,3815.593054,2973.356926,,,506.6853543,1068.709903,3394.47499,,1257.639069,13.51739177,9.162326809,0.358867108,0.546503868,0.147461629,0.788299861,0.358499271,0.131053244
469.1340255,468.4288892,465.7953246,2544.060639,2599.958251,2600.689199,3342.278107,3379.612609,3337.937313,11,10,i,hampiri,USE,merged,144.677,144.8250615,r,p,144.7125,144.7525,144.7925,144.715,144.755,144.785,144.71449,144.75449,144.78449,,,,2019,33.49008698,227.4079546,238.866242,,528.8638287,327.9233069,3454.821358,2090.37363,4257.324408,2824.126956,,,468.4288892,2599.958251,3379.612609,,1257.639069,13.51739177,9.162326809,0.358867108,0.546503868,0.147461629,0.788299861,0.358499271,0.131053244
470.8526398,512.6,432.7605783,1074.385671,1095.5,1018.795348,2970.3,2945.834711,4065.817888,11,10,u,cuca,USE,merged,222.809,222.9673571,k,k,222.8525,222.8925,222.9325,222.845,222.885,222.925,222.84449,222.88449,222.92449,,,,2019,99.6348231,303.6484564,140.3726881,,750.0025252,152.1935866,2022.590562,200.6998237,3815.593054,2973.356926,,,512.6,1095.5,,,1257.639069,13.51739177,9.162326809,0.358867108,0.546503868,0.147461629,0.788299861,0.358499271,0.131053244
488.1,478.5102525,436.450549,1714.8,1770.7,1999.094717,3596.186118,3581.40332,3688.987432,11,10,a,hatunmama,USE,merged,328.4722288,328.5746623,m,m,328.5025,328.5225,328.5525,328.495,328.525,328.545,328.49449,328.52449,328.54449,,,,2019,156.0470799,117.6922551,310.8035448,,1217.830497,281.5480175,2178.773906,1472.620375,4226.087238,2361.265969,,,478.5102525,1770.7,3581.40332,,1257.639069,13.51739177,9.162326809,0.358867108,0.546503868,0.147461629,0.788299861,0.358499271,0.131053244
507.3466798,524.2436677,490.1728688,1444.691152,1472.83296,1629.485976,3268.609226,3299.794909,3013.454017,11,10,u,runtu,USE,merged,311.4991215,311.5846909,n,r,311.5225,311.5425,311.5625,311.525,311.545,311.565,311.52449,311.54449,311.56449,,,,2019,99.6348231,303.6484564,140.3726881,,750.0025252,152.1935866,2022.590562,200.6998237,3815.593054,2973.356926,,,524.2436677,1472.83296,3299.794909,,1257.639069,13.51739177,9.162326809,0.358867108,0.546503868,0.147461629,0.788299861,0.358499271,0.131053244
681.8236324,746.8562542,762.5041317,1714.484457,1716.574626,1587.636552,3762.055604,3789.360635,2818.011342,11,10,a,pampa,USE,merged,207.538,207.6705341,m,p,207.5725,207.6025,207.6325,207.575,207.605,207.635,207.57449,207.60449,207.63449,,,,2019,156.0470799,117.6922551,310.8035448,,1217.830497,281.5480175,2178.773906,1472.620375,4226.087238,2361.265969,,,746.8562542,1716.574626,3789.360635,,1257.639069,13.51739177,9.162326809,0.358867108,0.546503868,0.147461629,0.788299861,0.358499271,0.131053244
741.6513771,752.5222604,724.9018945,2066.177837,2048.082404,1877.652233,3074.719517,3047.794007,2968.851385,11,10,a,thapa,USE,merged,90.02921955,90.14236226,p,th,90.0625,90.0825,90.1125,90.055,90.085,90.115,90.05449,90.08449,90.11449,,,,2019,156.0470799,117.6922551,310.8035448,,1217.830497,281.5480175,2178.773906,1472.620375,4226.087238,2361.265969,,,752.5222604,2048.082404,3047.794007,,1257.639069,13.51739177,9.162326809,0.358867108,0.546503868,0.147461629,0.788299861,0.358499271,0.131053244
751.2493925,743.8075739,733.2094735,1885.874921,1829.330061,1672.38493,3173.049881,3182.760494,3132.026617,11,10,a,q'apa,USE,merged,454.4530329,454.531,p,q',454.4725,454.4925,454.5125,454.475,454.495,454.515,454.47449,454.49449,454.51449,,,,2019,156.0470799,117.6922551,310.8035448,,1217.830497,281.5480175,2178.773906,1472.620375,4226.087238,2361.265969,,,743.8075739,1829.330061,3182.760494,,1257.639069,13.51739177,9.162326809,0.358867108,0.546503868,0.147461629,0.788299861,0.358499271,0.131053244
819.2,819.510026,541.5044781,1828.3,1813.8,1499.3,3167,3230.1,3209.761337,11,10,a,papa,USE,merged,357.073,357.193,p,p,357.1025,357.1325,357.1625,357.105,357.135,357.165,357.10449,357.13449,357.16449,,,,2019,156.0470799,117.6922551,310.8035448,,1217.830497,281.5480175,2178.773906,1472.620375,4226.087238,2361.265969,,,819.510026,1813.8,3230.1,,1257.639069,13.51739177,9.162326809,0.358867108,0.546503868,0.147461629,0.788299861,0.358499271,0.131053244
819.4,809.7,655.1498522,1710.2,1646.85198,1541.7,2984.4,3000.1,2962.5,11,10,a,papa,USE,merged,561.307,561.417,p,p,561.3325,561.3625,561.3925,561.335,561.365,561.385,561.33449,561.36449,561.39449,,,,2019,156.0470799,117.6922551,310.8035448,,1217.830497,281.5480175,2178.773906,1472.620375,4226.087238,2361.265969,,,809.7,1646.85198,3000.1,,1257.639069,13.51739177,9.162326809,0.358867108,0.546503868,0.147461629,0.788299861,0.358499271,0.131053244
835.5889536,892.0735596,897.3902305,1841.798342,1858,1800.927333,3145.231476,3850.390626,3471.390261,11,10,a,pampa,USE,merged,487.881,488.0159869,m,p,487.9125,487.9525,487.9825,487.915,487.945,487.985,487.91449,487.94449,487.98449,,,,2019,156.0470799,117.6922551,310.8035448,,1217.830497,281.5480175,2178.773906,1472.620375,4226.087238,2361.265969,,,892.0735596,1858,3850.390626,,1257.639069,13.51739177,9.162326809,0.358867108,0.546503868,0.147461629,0.788299861,0.358499271,0.131053244
839.3387278,865.9450928,672.4385317,1884.0308,1845.129295,1658,2804.691622,2844.544134,2788.836812,11,10,a,q'apa,USE,merged,397.9327662,398.021,p,q',397.9525,397.9725,398.0025,397.955,397.975,397.995,397.95449,397.97449,397.99449,,,,2019,156.0470799,117.6922551,310.8035448,,1217.830497,281.5480175,2178.773906,1472.620375,4226.087238,2361.265969,,,865.9450928,1845.129295,2844.544134,,1257.639069,13.51739177,9.162326809,0.358867108,0.546503868,0.147461629,0.788299861,0.358499271,0.131053244
850.8033676,777.4,653.3398996,2024.601423,1899.382239,1710.871231,4053.174994,2975.769486,3979.016056,11,10,a,thapa,USE,merged,191.0146,191.1146,p,th,191.0425,191.0625,191.0925,191.035,191.065,191.085,191.04449,191.06449,191.09449,,,,2019,156.0470799,117.6922551,310.8035448,,1217.830497,281.5480175,2178.773906,1472.620375,4226.087238,2361.265969,,,777.4,1899.382239,2975.769486,,1257.639069,13.51739177,9.162326809,0.358867108,0.546503868,0.147461629,0.788299861,0.358499271,0.131053244
856.3159792,820.6066634,553.3846283,1915.432354,1822.06422,1337.978737,3119.405473,3051.984969,3119.873694,11,10,a,pampa,USE,merged,301.1406151,301.2879413,m,p,301.1725,301.2125,301.2525,301.175,301.215,301.255,301.17449,301.21449,301.25449,,,,2019,156.0470799,117.6922551,310.8035448,,1217.830497,281.5480175,2178.773906,1472.620375,4226.087238,2361.265969,,,820.6066634,1822.06422,3051.984969,,1257.639069,13.51739177,9.162326809,0.358867108,0.546503868,0.147461629,0.788299861,0.358499271,0.131053244
859.2662953,843.9380487,786.7666091,2072.103001,1967.108421,1760.88628,3295.75482,3264.598979,3240.276194,11,10,a,thapa,USE,merged,479.1465632,479.2278906,p,th,479.1625,479.1825,479.2125,479.165,479.185,479.205,479.16449,479.18449,479.20449,,,,2019,156.0470799,117.6922551,310.8035448,,1217.830497,281.5480175,2178.773906,1472.620375,4226.087238,2361.265969,,,843.9380487,1967.108421,3264.598979,,1257.639069,13.51739177,9.162326809,0.358867108,0.546503868,0.147461629,0.788299861,0.358499271,0.131053244
861.8368598,820.4280654,744.0969653,1924.81617,1900.364677,1795.56349,3174.614947,3116.1,3097.867581,11,10,a,q'apa,USE,merged,344.335994,344.424,p,q',344.3625,344.3825,344.4025,344.355,344.375,344.405,344.35449,344.38449,344.40449,,,,2019,156.0470799,117.6922551,310.8035448,,1217.830497,281.5480175,2178.773906,1472.620375,4226.087238,2361.265969,,,820.4280654,1900.364677,3116.1,,1257.639069,13.51739177,9.162326809,0.358867108,0.546503868,0.147461629,0.788299861,0.358499271,0.131053244
169.5211465,304.82554,294.926106,3088.713529,3244.550147,3233.047709,3666.342126,4081.550585,3821.340996,12,6,i,api-pi,USE,merged,547.3368,547.4868,p,p,547.3725,547.4125,547.4525,547.375,547.415,547.445,547.37449,547.41449,547.44449,,,,2019,19.69334682,130.5897068,221.6545963,,349.9148476,231.7547667,3572.891812,2789.353571,4675.814367,3345.88679,,,304.82554,3244.550147,4081.550585,,1357.863966,12.51966355,7.96270102,0.463521794,0.50232348,0.09244118,0.804395889,0.284811686,0.108027831
244.3158655,335.1381039,247.0442907,935.6542128,940.3799529,786.8429634,4192.58155,3868.960351,3810.005966,12,6,u,cuca,USE,merged,324.732,324.852,k,k,324.7625,324.7925,324.8225,324.765,324.795,324.825,324.76449,324.79449,324.82449,,,,2019,42.89696107,104.4318198,656.0116781,,447.7849659,190.4031995,1220.989257,594.3983382,5340.442989,1404.37292,,,335.1381039,940.3799529,3868.960351,,1357.863966,12.51966355,7.96270102,0.463521794,0.50232348,0.09244118,0.804395889,0.284811686,0.108027831
272.5381562,247.89996,290.4018746,3005.910105,3477.649508,3319.667981,3681.387895,4369.436382,4141.197934,12,6,i,hampiri,USE,merged,401.9866,402.1372151,r,p,402.0225,402.0625,402.1025,402.025,402.065,402.095,402.02449,402.06449,402.10449,,,,2019,19.69334682,130.5897068,221.6545963,,349.9148476,231.7547667,3572.891812,2789.353571,4675.814367,3345.88679,,,247.89996,3477.649508,4369.436382,,1357.863966,12.51966355,7.96270102,0.463521794,0.50232348,0.09244118,0.804395889,0.284811686,0.108027831
275.3471963,303.0500615,292.3632986,801.8679799,825.8,877.1386339,4388.244099,2894.7,4443.1817,12,6,u,punchu,USE,merged,299.867,300.0115266,n,p,299.9025,299.9425,299.9725,299.905,299.935,299.975,299.90449,299.93449,299.97449,,,,2019,42.89696107,104.4318198,656.0116781,,447.7849659,190.4031995,1220.989257,594.3983382,5340.442989,1404.37292,,,303.0500615,825.8,2894.7,,1357.863966,12.51966355,7.96270102,0.463521794,0.50232348,0.09244118,0.804395889,0.284811686,0.108027831
281.2441464,291.3038314,263.4006311,3053.772188,3123.10052,3257.221612,3786.820125,3847.614828,4084.142123,12,6,i,chita,USE,merged,317.444,317.494,t,tS,317.4525,317.4725,317.4825,317.455,317.465,317.485,317.45449,317.46449,317.48449,,,,2019,19.69334682,130.5897068,221.6545963,,349.9148476,231.7547667,3572.891812,2789.353571,4675.814367,3345.88679,,,291.3038314,3123.10052,3847.614828,,1357.863966,12.51966355,7.96270102,0.463521794,0.50232348,0.09244118,0.804395889,0.284811686,0.108027831
284.7311366,274.0294481,271.9267975,2964.356665,3078.364568,3215.072386,3295.49872,3840.754903,3845.903979,12,6,i,api-pi,USE,merged,266.7058,266.8458,p,p,266.7425,266.7725,266.8125,266.745,266.775,266.815,266.74449,266.77449,266.81449,,,,2019,19.69334682,130.5897068,221.6545963,,349.9148476,231.7547667,3572.891812,2789.353571,4675.814367,3345.88679,,,274.0294481,3078.364568,3840.754903,,1357.863966,12.51966355,7.96270102,0.463521794,0.50232348,0.09244118,0.804395889,0.284811686,0.108027831
287.4599808,287.8852864,331.7304736,2552.566095,3178.59318,3088.147363,3312.787468,4177.667153,4061.471746,12,6,i,hampiri,USE,merged,406.1883,406.3383,r,p,406.2225,406.2625,406.3025,406.225,406.265,406.305,406.22449,406.26449,406.30449,,,,2019,19.69334682,130.5897068,221.6545963,,349.9148476,231.7547667,3572.891812,2789.353571,4675.814367,3345.88679,,,287.8852864,3178.59318,4177.667153,,1357.863966,12.51966355,7.96270102,0.463521794,0.50232348,0.09244118,0.804395889,0.284811686,0.108027831
294.964863,278.2595791,298.9055896,3135.206637,3171.370111,3091.72622,3467.417145,3978.753544,4279.330723,12,6,i,hampiri,USE,merged,231.8722,232.0222,r,p,231.9125,231.9425,231.9825,231.905,231.945,231.985,231.91449,231.94449,231.98449,,,,2019,19.69334682,130.5897068,221.6545963,,349.9148476,231.7547667,3572.891812,2789.353571,4675.814367,3345.88679,,,278.2595791,3171.370111,3978.753544,,1357.863966,12.51966355,7.96270102,0.463521794,0.50232348,0.09244118,0.804395889,0.284811686,0.108027831
295.8232991,292.6577486,285.7498021,3000.381572,3107.717714,3479.308036,3466.000989,3503.572,3849.169586,12,6,i,chita,USE,merged,626.021,626.121,t,tS,626.0425,626.0725,626.0925,626.045,626.075,626.095,626.04449,626.07449,626.09449,,,,2019,19.69334682,130.5897068,221.6545963,,349.9148476,231.7547667,3572.891812,2789.353571,4675.814367,3345.88679,,,292.6577486,3107.717714,3503.572,,1357.863966,12.51966355,7.96270102,0.463521794,0.50232348,0.09244118,0.804395889,0.284811686,0.108027831
312.8129442,282.573656,247.8437667,853.1,804.3655142,817.093954,3572.388383,3515.315909,4324.833868,12,6,u,cuca,USE,merged,706.716,706.846,k,k,706.7525,706.7825,706.8125,706.745,706.785,706.815,706.74449,706.78449,706.81449,,,,2019,42.89696107,104.4318198,656.0116781,,447.7849659,190.4031995,1220.989257,594.3983382,5340.442989,1404.37292,,,282.573656,804.3655142,3515.315909,,1357.863966,12.51966355,7.96270102,0.463521794,0.50232348,0.09244118,0.804395889,0.284811686,0.108027831
325.220196,290.3657829,276.8482142,3244.024103,3183.652203,1400.9,3886.020538,4029.805773,4266.104543,12,6,i,chita,USE,merged,80.2432,80.3432,t,tS,80.2725,80.2925,80.3225,80.265,80.295,80.315,80.26449,80.29449,80.31449,,,,2019,19.69334682,130.5897068,221.6545963,,349.9148476,231.7547667,3572.891812,2789.353571,4675.814367,3345.88679,,,290.3657829,3183.652203,4029.805773,,1357.863966,12.51966355,7.96270102,0.463521794,0.50232348,0.09244118,0.804395889,0.284811686,0.108027831
